Feed_Temp_K,Feed_Pres_Pa,zF_Benzene,Feed_Flow_kmolh,N_Stages,Feed_Stage_Ratio,Reflux_Ratio,Bottoms_Ratio,Feed_Stage,Bottoms_Flow_kmolh,Distillate_Flow_kmolh,xD_Benzene,xB_Toluene,Q_Condenser_kW,Q_Reboiler_kW
364.7682861107177,161131.345304383,0.5853672657294879,111.07879542966145,22,0.6464383738579706,3.809012353094508,0.44417305362836457,14,49.338,61.741,0.9991,0.9324,2537.79,2546.77
327.6564902939997,104484.10468243358,0.544086658186996,86.58011135844345,20,0.5204639320161812,2.4208868498376814,0.4080104425689015,10,35.326,51.254,0.9184,0.9988,1507.76,1636.0
339.4227987567889,163359.67114971383,0.351701073816901,80.07244266655508,21,0.5910425236904463,3.3543791210967973,0.42545541765499656,12,34.067,46.005,0.6119,0.9993,1764.75,1848.37
322.98772420675886,194112.82991415614,0.5702773725467004,113.02565853534739,27,0.5396752627754975,2.3568213920057124,0.6114138057962599,15,69.105,43.921,0.9994,0.7025,1259.36,1474.56
335.8222595161759,158956.76005481687,0.4651994070510381,101.0284881997959,26,0.5940622063820007,3.413209066693281,0.6489934047958323,15,65.567,35.461,0.9994,0.8238,1337.5,1483.94
326.68781674953715,113460.77578799467,0.3370445900514857,91.63351067126233,22,0.5925175252842907,4.471707557222305,0.36575660959765066,13,33.516,58.118,0.5311,0.9992,2818.12,2952.71
350.7868942248443,176885.6271868496,0.42405794995919477,107.168193744494,17,0.4601068495727891,3.4700228147234187,0.4064266260457718,8,43.556,63.612,0.7149,1.0,2485.21,2547.34
358.8713553773118,124232.43905647527,0.309580112406891,87.47558415661385,19,0.5575364615577496,3.0111579624176166,0.4409485314084102,11,38.572,48.904,0.5533,0.9991,1735.08,1761.88
331.1033768087857,143637.6210021192,0.6736535814227198,85.77565112675096,27,0.6417291419304487,1.9618929792961382,0.36373451360194053,17,31.2,54.576,0.9994,0.896,1382.22,1493.27
325.3170571385117,192935.49814761902,0.4230138874064268,84.03753843275207,17,0.4916793566277344,2.9423813570559676,0.6137524570584358,8,51.578,32.46,0.999,0.9394,1093.76,1246.39
320.7625815956593,119199.80217025419,0.545078455179536,90.2506007494598,22,0.5376512962622292,2.308580025822015,0.39155239143185394,12,35.338,54.913,0.8953,0.9989,1564.96,1721.08
321.21834312365763,189124.97337094077,0.3495467529144358,81.79244530689948,23,0.6345052014857262,1.6661379919564556,0.4729136768402173,15,38.681,43.111,0.6636,0.9999,1009.01,1156.94
344.2079029527513,113922.73231451819,0.6517722239341296,93.10771092838463,26,0.6271873111901982,3.7556676275450145,0.4380952151174385,16,40.79,52.318,0.9992,0.7938,2127.24,2208.55
336.2946618067373,158242.4877678905,0.5930554283785603,117.32850956345344,25,0.45769728425778666,2.7547499703465927,0.45688932102390667,11,53.606,63.723,0.9994,0.8899,2044.85,2186.02
353.99565249379873,111551.38128886613,0.4774106041031164,119.74004899393341,25,0.6017502425445781,2.2977044752804345,0.4151758315169243,15,49.713,70.027,0.8165,0.9997,2002.96,2058.68
355.5476247051282,145511.33504996196,0.39853323315696915,116.47584305068278,20,0.5551405321150521,3.582938550290413,0.3548584081136434,11,41.332,75.144,0.6177,0.9995,3032.41,3071.25
360.10204293194136,167476.32019252802,0.4625764179673829,117.14860133792035,25,0.6451192686749521,2.456783591784314,0.36709146627788575,16,43.004,74.145,0.7296,0.9982,2237.27,2257.29
351.61424278558775,144453.31654520013,0.37249192840311973,109.94883493830102,20,0.48071613895342763,1.6591327363558575,0.6485498663788432,10,71.307,38.642,0.9992,0.9672,878.17,969.95
357.0767430059471,194796.3715442738,0.671706886040139,101.573800354847,25,0.3717885539927264,4.3302187411525725,0.4580306852439708,9,46.524,55.05,0.9992,0.7159,2507.16,2547.43
369.90836519804617,126688.24232697499,0.5085373110359962,98.1171652168136,19,0.4996084475956639,4.333173649032318,0.6064803666343606,9,59.506,38.611,0.9991,0.8097,1760.33,1767.53
350.83670823707325,116266.73248954109,0.4802120854701517,110.86380763254994,26,0.5912835685590044,3.3772073829761906,0.46543137215567487,15,51.599,59.265,0.899,1.0,2234.68,2306.5
327.090490425177,158413.28002076063,0.5375324054249411,114.08512481418396,21,0.5162246718524546,2.1251946949434894,0.6238437907973202,11,71.171,42.914,0.9988,0.7404,1146.13,1346.83
337.121737589537,106693.88408652668,0.617643178349746,89.17972933169287,24,0.3793429704814613,3.176303005799855,0.5706972252175444,9,50.895,38.285,0.9997,0.7005,1366.86,1483.34
333.84350493885273,157851.48083805543,0.391627211877615,89.07818945795896,23,0.42572045317009277,4.389047080706547,0.3856402439350864,10,34.352,54.726,0.6372,0.9992,2592.59,2700.74
336.306876376431,140376.6705763093,0.4063063171472799,81.19298327904714,17,0.5711488350195257,2.809354071503149,0.5793972611520148,10,47.043,34.15,0.9661,0.9995,1115.35,1224.8
351.9666362241672,176930.1073618782,0.3049899742823435,106.21835720472718,23,0.3600113360118774,4.46305433010825,0.45431132997647466,8,48.256,57.962,0.5586,0.9991,2799.81,2862.56
345.20638725366246,163009.12963825883,0.44449334414177805,114.3416251433058,26,0.5792383160078969,3.3493181910365437,0.5435123782615252,15,62.146,52.196,0.9735,0.9993,1943.63,2053.33
342.76236405265195,163690.2382646092,0.45302579181119706,107.76390442719969,22,0.44008967979248553,1.5081775566960527,0.48972684699299895,10,52.775,54.989,0.888,0.9996,1189.34,1296.1
361.3411742000031,160591.94888234645,0.5383901578512891,91.00365456305266,18,0.6006227845847936,2.6072487115092087,0.41093461152375926,11,37.397,53.607,0.914,0.9995,1663.83,1679.73
363.5698072608557,192319.44549192,0.5353749647716547,99.99115292712031,25,0.6428724799854153,2.680296549372816,0.5534978620522034,16,55.345,44.646,0.9985,0.8381,1404.28,1429.99
334.88935804681284,154609.6766814409,0.39546745221111473,96.2679899987553,24,0.479061779960662,2.4298260029807732,0.5178555031651753,11,49.853,46.415,0.8201,0.9993,1379.44,1507.49
335.28569781248336,109263.05484690439,0.6438414366182297,110.32714894182953,18,0.43757830237370315,3.347967420995228,0.6121690052497915,8,67.539,42.788,0.9991,0.6999,1590.43,1747.83
357.2394074822352,137676.57756462687,0.663809157743498,84.65204729256615,24,0.570319421687815,3.0904332274189663,0.37413673496053734,14,31.671,52.981,1.0,0.8982,1852.52,1877.11
337.83018792160215,129578.02460384836,0.5583678789603623,102.62385743114248,19,0.4960972814058842,3.985528871230027,0.48282199289325417,9,49.549,53.075,0.9993,0.914,2261.76,2382.27
334.2148868900238,168788.06871594174,0.32181230312645187,81.9045566807305,21,0.5091740571816312,2.004118771290608,0.49903307383641377,11,40.873,41.032,0.6414,0.9985,1083.07,1192.34
340.99454996850085,149554.1214247848,0.45756611955873583,102.96926834309065,26,0.6258961232921465,3.3294496739650548,0.4320898800626718,16,44.492,58.477,0.8057,0.9995,2198.09,2300.14
336.80199728204457,110509.95305721082,0.5249727352413268,94.82908733263137,19,0.460912921847201,3.0303238532786514,0.6132191944204912,9,58.151,36.678,0.9991,0.774,1263.72,1393.53
358.0421982784192,117764.29921733536,0.30028061347580376,108.48475244722437,26,0.5200949883569319,1.7915757936555554,0.4601154987623104,14,49.916,58.569,0.5562,0.9995,1445.46,1484.66
361.5880782473802,136229.4864287416,0.5557775395633751,81.57562363169913,27,0.515233407471778,4.13619222529549,0.5813529134620486,14,47.424,34.152,0.9998,0.7641,1499.75,1529.71
369.2591216890571,173709.50101025635,0.5875293550012728,99.25463672709462,17,0.6275489599735059,2.547155203949459,0.6018646442790775,11,59.738,39.517,0.9996,0.7004,1197.71,1206.97
333.44275420668777,173246.09491544976,0.6994383982551117,102.90816412142391,24,0.5472102715089056,1.8552754066680843,0.5842705133698403,13,60.126,42.782,0.9999,0.7007,1043.45,1194.23
320.55685818048204,188627.50643688627,0.43571147413243977,92.91898086043146,22,0.6164681582679659,2.2444736568162287,0.5338978202448901,14,49.609,43.31,0.9351,0.9998,1208.27,1385.43
320.64797248852597,172410.49557443574,0.32934843944660463,97.6130094110124,18,0.4099304859653988,1.9495676451175623,0.3710948040733763,7,36.224,61.389,0.5232,0.999,1605.11,1772.02
359.69444320830934,123372.82133307902,0.6093326959675988,113.98616044438467,20,0.612954384459965,4.02591190293864,0.37590369594528755,12,42.848,71.138,0.9764,0.9995,3061.33,3083.8
367.3143451976425,129077.88417853064,0.43667710968075146,92.27193276736439,24,0.44458104838335305,4.4342494249145945,0.5738027213164498,11,52.946,39.326,0.9984,0.9804,1826.75,1839.26
347.62278951086455,106986.78174601714,0.4370498679606671,105.78356749076129,18,0.5662154668192483,3.101935634130146,0.5778745654048387,10,61.13,44.654,0.9987,0.9731,1565.91,1661.77
345.8474911697033,136618.33368010464,0.5838672745056988,86.01309565675598,16,0.6472664183431829,1.7469655816147096,0.6218058070014043,10,53.483,32.53,0.9987,0.6995,764.59,852.96
364.68584041114315,110314.63872822425,0.44128594182732644,85.5935960573083,20,0.5285397325836064,4.125184038394858,0.49450959621571206,11,42.327,43.267,0.8726,0.9991,1914.05,1926.36
368.58190733477693,104303.58310016747,0.6943642807288205,89.3413718172045,21,0.46970588147455905,1.9704813289619112,0.4127040260144896,10,36.872,52.469,0.9996,0.7398,1331.62,1322.26
341.0915884665443,174099.0622279421,0.44012512929218994,97.54899290396173,16,0.5391978780467892,1.7414225818857627,0.36916513491096714,9,36.012,61.537,0.6978,0.9996,1476.7,1565.73
323.06333916150675,157068.5742606511,0.35892923481336214,113.61244169013702,19,0.39333882344632437,4.338887906898713,0.5266971251102579,7,59.839,53.773,0.7575,0.9987,2500.34,2704.91
338.90904477561287,159427.38109033502,0.393719780560933,87.57275273635268,18,0.41868115337539724,1.8653701217046237,0.36776086849597905,8,32.206,55.367,0.6229,0.9996,1396.45,1483.66
338.70826623274485,112844.15525736402,0.6254579947340504,88.69289154915123,22,0.44658510612092084,3.9304352372489757,0.5789310756030459,10,51.347,37.346,0.9986,0.6994,1573.26,1684.49
345.56924649275794,135151.0905262461,0.6455941484349655,101.81775823147194,19,0.3922197381361584,1.812109164314745,0.44022778537420515,7,44.823,56.995,0.9995,0.8043,1370.15,1453.93
337.25224941263724,175378.33128365566,0.33927733770242874,107.94234432426254,25,0.5325307968975571,2.0827991913704285,0.3793315375572898,13,40.946,66.996,0.5468,0.9996,1828.16,1944.09
351.02675864970064,180967.54849514825,0.5411575169580709,80.18767180724141,22,0.5768092531511411,3.9942706305270725,0.3615597479015372,13,28.993,51.195,0.8473,0.9992,2211.57,2253.04
355.22500164620647,152172.91963381987,0.3807009041801086,97.99672424317714,20,0.6227061801549099,2.6100867589830306,0.3527210159262838,12,34.566,63.431,0.5883,0.9996,2020.02,2053.68
348.4022083020926,194590.325475967,0.430565054279552,81.03321445821506,20,0.5889187641278085,1.5304517899966807,0.5499064501456296,12,44.561,36.472,0.9576,1.0,791.75,860.03
344.7963029272799,104014.34719294311,0.6119610412221489,109.83125741671084,19,0.489972045082213,1.5553576759034902,0.5084807260711666,9,55.847,53.984,0.9986,0.7618,1179.48,1282.04
333.52605685315234,138071.39799129777,0.6279608290321413,95.0212371879647,17,0.5276851248172251,2.117972999250362,0.4228912223947302,9,40.184,54.837,0.9987,0.8782,1461.89,1582.62
359.23227126006356,130921.65700149047,0.3740789155539573,112.7283492094893,24,0.35705740498198363,1.7048833132222085,0.39359118114595426,9,44.369,68.359,0.6175,1.0,1627.42,1654.04
336.5146655328856,126132.1034704517,0.5331277437992934,92.44824479458018,17,0.6020680654626969,3.220874437908363,0.6043491130452585,10,55.871,36.577,0.9997,0.7725,1319.87,1446.48
334.16580730614544,193740.52391421294,0.697754054715219,93.12010053039467,21,0.5657552348293212,4.3671790723318225,0.5782550768422262,12,53.847,39.273,0.9996,0.7004,1802.69,1935.85
324.3002419962737,185849.8311326527,0.4099238297276693,80.92861047256626,27,0.5357018500423218,2.3211937985201216,0.4775807729220805,14,38.65,42.279,0.7845,0.9994,1220.04,1357.15
366.49328333311524,125756.53943691212,0.3911858649752,103.48373760668,20,0.36179402452257264,3.969477709370968,0.5576244744362933,7,57.705,45.779,0.8838,0.9991,1961.69,1977.04
330.12480368784253,199103.8619426989,0.3885723672999105,92.16824025609816,20,0.61860479436169,3.2765456111134625,0.35868227476682896,12,33.059,59.109,0.6059,0.9995,2227.45,2349.73
366.5257682050582,178372.2665148718,0.49787724863279237,112.85604933667881,24,0.6192065045916988,3.9230673506154994,0.4466754113808255,15,50.41,62.446,0.8999,0.9996,2648.67,2650.42
320.97167530667497,160221.84006801233,0.3409664204598869,96.49729407124994,22,0.511114245614848,2.85603178950639,0.5457952415138125,11,52.668,43.829,0.7507,0.9995,1473.46,1657.25
355.8185361556882,134301.68097417458,0.6841699281310165,102.54518565240372,25,0.46153886350561124,2.822082467240616,0.5726267903430874,12,58.72,43.825,0.9991,0.6999,1433.13,1492.74
354.14872679357,178206.05287853256,0.45437132579886547,88.48321803821366,21,0.534175352544017,3.5445236003309706,0.5239606817396489,11,46.362,42.121,0.9548,0.9998,1641.51,1693.58
349.95448821575883,137140.85007242192,0.6365499440407771,88.23592316139401,27,0.42536929737320606,4.295636829295041,0.5043810861646341,11,44.505,43.731,0.9987,0.7193,1979.76,2044.03
368.9792979458475,183757.68617590057,0.3796846993782575,114.84667122935447,20,0.4813327577774008,2.136823412617555,0.45079926016249283,10,51.773,63.074,0.6912,0.9994,1732.32,1723.71
332.6491832644187,104188.6467790158,0.4029335246711915,110.12549383838828,24,0.466495277776271,4.258437908739508,0.3750065057354193,11,41.298,68.827,0.6449,0.9997,3179.48,3316.9
358.77575171469715,111295.14895790124,0.6962533933138729,96.22173976996292,19,0.39084176922944647,2.279708584260918,0.6419235382368562,7,61.767,34.455,0.9988,0.6996,965.16,1017.93
350.5288441958403,183195.55790081914,0.5231621007839956,88.94894357026891,28,0.5935944441309073,2.542870068151132,0.489181229892259,17,43.512,45.437,0.999,0.9737,1376.42,1437.62
345.68893705324376,137317.6635382839,0.45580668887300874,115.55446303596554,18,0.5066903388001461,1.6259715516425288,0.4634879783243946,9,53.558,61.996,0.8497,0.9996,1407.26,1504.98
361.6380880913573,189310.9825730172,0.5561816500894918,96.33156067665675,18,0.6332487237914584,2.403273255418208,0.4240379453274,11,40.848,55.484,0.9657,0.9996,1618.48,1635.7
324.90153504663823,185719.45085488056,0.3753494725233439,119.01452807057373,28,0.43783955964868243,3.1487018658286474,0.5873515843437265,12,69.903,49.112,0.9092,0.9991,1753.91,1968.27
338.8682364365636,135056.4353086256,0.4151761321839202,103.89228170756743,23,0.3817007073454509,2.5276489000748947,0.39397514525858984,9,40.931,62.961,0.6851,0.9995,1944.63,2051.48
332.1261419613543,194016.9098216775,0.36168798443430583,93.95249355615772,24,0.4573137688031267,4.4118414274384214,0.42369623363813474,11,39.807,54.145,0.6278,0.9997,2577.87,2702.45
353.5492707298418,122837.77330717546,0.6391967939162133,98.87867361584819,21,0.43844921669951953,3.059238540146889,0.6140616186801475,9,60.718,38.161,0.9997,0.7005,1324.61,1395.67
331.0119619699872,122730.33084847247,0.47630256637611135,96.93814502467993,18,0.4012432594346655,2.9262314688407836,0.3844018273720038,7,37.263,59.675,0.773,0.9988,2037.62,2165.84
330.8163754823157,125990.1660166585,0.4139234289802514,102.70149755682505,20,0.3906478012960629,3.1343353792005875,0.5446678754959462,8,55.938,46.763,0.9093,0.9998,1664.49,1820.64
365.2603833499941,178749.82154230357,0.6914193842922276,117.47464497637445,21,0.47000994975440424,3.429484365672595,0.6028912501688687,10,70.824,46.651,0.9995,0.7003,1768.23,1797.6
353.8987530122059,143992.85376441214,0.3235838159463632,106.68736308557115,17,0.4928662061469948,1.7736299565597566,0.4359904510410745,8,46.515,60.172,0.574,0.9998,1474.68,1527.37
338.0850625843632,180272.5881806101,0.5518572465905425,91.82403664056804,20,0.5696524503535149,3.42472711555486,0.5027181194670951,11,46.162,45.662,0.9997,0.8911,1727.33,1836.42
321.52665050954374,190353.85452243243,0.35569675784397015,114.43863844105203,18,0.5529613184140083,3.4813022392198434,0.3910580397088151,10,44.752,69.687,0.584,0.9993,2756.52,2951.01
363.2895384903195,151273.50087104522,0.6017075419685431,88.33615220513454,24,0.6498773615797512,4.417538397809354,0.6091861159432508,16,53.813,34.523,0.9988,0.6996,1598.57,1628.08
351.70207753662925,197754.72049733181,0.4394245499730473,100.48899431292097,18,0.5880085205068402,4.18434755322661,0.4708514063757512,11,47.315,53.174,0.8302,0.9993,2387.57,2449.93
355.0590860022375,125480.28975192951,0.3624516949043468,116.04258877946987,25,0.3563736764102702,1.5756353581044413,0.49992133478418427,9,58.012,58.031,0.7259,1.0,1304.13,1365.0
368.48371284994454,155066.45167481573,0.4021284177966329,100.16360812865153,22,0.628940645296937,3.4994789726219984,0.40287137836884923,14,40.353,59.811,0.6738,0.9998,2358.24,2346.96
342.87218866431283,131874.36791314028,0.5670513870921031,83.87823901589068,19,0.5688443360960873,4.121728961298063,0.6095111051958042,11,51.125,32.753,0.999,0.7096,1434.45,1529.1
337.5040667652364,119352.42533573146,0.4196035947546971,118.79114463407763,26,0.6042231356302552,3.2114111786843567,0.5216739735216412,16,61.97,56.821,0.8773,0.9995,2064.45,2210.92
362.4098358146434,127575.59538516171,0.5680141066535163,98.32376006937857,21,0.3763173238784433,1.6721732008411438,0.5722682610475613,8,56.268,42.056,0.9988,0.7539,960.94,992.85
329.89030221112944,173782.88197037776,0.5019065950567381,102.43661084781581,27,0.48724804671535993,4.277038127850107,0.4784888401053231,13,49.015,53.422,0.962,0.9991,2416.75,2568.14
361.7415772139939,121704.322207479,0.40376317370967196,99.89029978903294,22,0.5583439910169535,2.3833658820739525,0.5322759118834915,12,53.169,46.721,0.8633,0.9995,1365.24,1395.51
339.3058461143262,157743.2886691555,0.6288831023340611,103.19196834834801,22,0.4238921128783592,1.7989230475659235,0.464351859241214,9,47.917,55.275,1.0,0.7994,1322.74,1435.74
333.3550140700056,166007.39814167388,0.3610318038389312,80.73189322804782,23,0.48539640671255807,3.842814897634273,0.3810509561576806,11,30.763,49.969,0.5823,0.9985,2135.95,2235.05
336.675520349845,162076.97651069617,0.6312479847913539,105.68896089371155,21,0.44808940308722733,4.323056352506929,0.5590821526002905,9,59.089,46.6,0.9989,0.6997,2120.74,2259.15
365.9463431986423,161825.68897523492,0.36389459613368635,106.46994689177052,27,0.3677107815442482,3.366280766850569,0.491501853873374,10,52.33,54.14,0.7152,0.9991,2065.43,2075.13
348.344558344796,187920.65700005108,0.6613974523150987,113.19759563369911,21,0.37764989095542245,2.770070802051106,0.5368351224728513,8,60.768,52.43,0.9995,0.7003,1690.02,1783.92
362.3534985868011,149202.02094675085,0.6403744911269231,89.74502088443077,25,0.5415090152787777,4.351550312203611,0.5519187444217917,14,49.532,40.213,0.9986,0.6994,1839.33,1866.48
364.18471228778736,151072.8565928697,0.3109268903460946,101.11599146482425,24,0.6453233257817025,4.454263747530071,0.5559494968491531,15,56.215,44.901,0.7,0.9993,2142.06,2165.93
328.5206364616138,138582.32075750327,0.6424609733471254,110.52496083176638,18,0.546798614736448,3.774039789009533,0.4632314621684215,10,51.199,59.326,1.0,0.7718,2421.14,2588.37
345.393793689346,146230.36198610277,0.4134967759542544,103.34781386318738,16,0.5099642435650579,3.33646888529907,0.39060850610323516,8,40.369,62.979,0.6779,0.9989,2393.53,2473.19
342.6273819871616,145637.75202745892,0.3170720389590966,106.03202437146273,23,0.6374299633432254,3.22594371814347,0.5334936586992505,15,56.567,49.465,0.6807,1.0,1832.02,1943.13
351.332190593912,196083.39040777588,0.683167797008048,107.56402938492619,21,0.43055022882864624,2.100049153701014,0.5680811517130417,9,61.105,46.459,0.9984,0.6992,1230.85,1311.56
328.0340004281199,149813.40551651744,0.4376419715202672,95.17069316091548,27,0.6077581158775285,4.478629086419621,0.6375681304789871,16,60.678,34.493,0.9998,0.8822,1614.95,1780.44
327.44910658482485,156009.2865133844,0.4868645592096577,108.18823425614853,22,0.37375510599906137,2.7873596993505987,0.48372451578901265,8,52.333,55.855,0.9433,0.9997,1816.56,1987.4
328.1908276320941,182896.17086366698,0.4514755858093255,114.9869672228632,27,0.4788040718943969,2.4948131409164445,0.4803331091464736,13,55.232,59.755,0.8683,0.999,1803.25,1981.05
334.7139369598604,182189.8176275544,0.5522657206729216,88.14965097572333,16,0.3517168073022599,1.9542988754004047,0.4983951580715904,6,43.933,44.217,0.9976,0.8959,1116.08,1231.91
331.8089673089815,171738.98220279618,0.44916633677203943,104.74388871190052,24,0.3574339637102677,3.0404693584138354,0.6262247131058516,9,65.593,39.151,0.9991,0.879,1351.53,1516.87
335.9679508838322,168823.411062097,0.6820802590918691,105.22516578233912,26,0.42355996313231914,3.312749354320065,0.35983386353334,11,37.864,67.361,1.0,0.8829,2482.5,2598.34
333.25560571136043,179882.94273448637,0.3705168124990822,116.21422274609417,20,0.4619061054463445,2.8042067849993106,0.5975995332398247,9,69.45,46.764,0.9206,0.9993,1530.05,1703.01
354.4755794999234,128379.18421331231,0.6344609004004012,107.61253416913904,26,0.47135300508453215,2.359411996628628,0.5421424459448224,12,58.341,49.272,0.9999,0.7007,1414.15,1478.43
327.35193923690576,154322.0691594126,0.3574078189790808,87.06841446445125,26,0.4356453149541786,3.182484231755424,0.554354010567065,11,48.267,38.801,0.8026,1.0,1408.6,1553.71
346.7781143391205,156619.30134509382,0.3593115440645645,118.22658403842578,22,0.5129983220188824,3.601214934985916,0.37829649568025936,11,44.725,73.502,0.5775,0.999,2986.44,3069.48
331.6861670929884,107684.73480990152,0.6271074366661524,112.28879499278747,18,0.4410844455060614,2.483076218504534,0.4133463198004719,8,46.414,65.875,0.9993,0.9011,1960.96,2110.4
359.338033147403,181857.04203059076,0.3272153430835736,83.51442874907269,26,0.5433255572156624,1.540376207086375,0.6182690905642962,14,51.634,31.88,0.8572,0.9995,699.77,741.4
358.2336546742771,155574.17742825017,0.3401339765720608,107.90589148959936,16,0.5746686890428645,2.312995403105518,0.6021883022506309,9,64.98,42.926,0.8551,0.9996,1229.67,1286.04
329.03473132651305,165465.32051020904,0.5784004624726207,94.75868324778915,17,0.4887632940206188,1.8361400155307006,0.41880900416742256,8,39.686,55.073,0.996,1.0,1334.91,1471.41
334.35387911141623,105385.52027388767,0.38795886467635443,116.74621884550213,17,0.6483275216752211,2.587007279548308,0.5379072615280414,11,62.799,53.947,0.8406,1.0,1673.76,1834.27
366.958333400196,182767.09295960976,0.48980094337626634,100.57588884529258,28,0.3644641813882782,1.6851365478235287,0.4100725587322046,10,41.243,59.333,0.8302,0.9994,1380.12,1375.61
332.0903904767028,103465.55173822252,0.6675729279893807,99.11459852158501,25,0.5299996887535006,3.8733821000418343,0.5109352256712246,13,50.641,48.474,0.9993,0.7001,2018.95,2160.76
352.796516164972,141455.67696136396,0.556941498146067,90.22655993211377,17,0.6116835194158277,3.1090612523402994,0.5290766349402415,10,47.737,42.49,0.9991,0.8366,1492.14,1550.53
334.5180800120706,106043.09458812028,0.660484414785649,91.70097619551149,22,0.48334860265133983,3.830974928373655,0.5403498404072311,11,49.551,42.15,0.9989,0.6997,1740.97,1866.72
327.5535320362143,171508.99407845724,0.619024648626817,107.5033296526852,18,0.48492865379117966,3.437484105899334,0.4446942251809867,9,47.806,59.697,0.9994,0.8559,2263.99,2428.33
369.0824653488546,192535.60971063905,0.5292811947012206,86.72076892341116,26,0.5008078761045838,1.5033076229567925,0.48116424909398176,13,41.727,44.994,0.9996,0.9779,962.92,959.19
340.61249158009457,194873.71619929577,0.33530171283298066,112.38461594567718,17,0.45640635567254295,2.692265498510171,0.3681591649215316,8,41.375,71.01,0.5311,0.9999,2323.67,2428.2
